contest-tmp2m-14d__tmp2m,index
25.055742,376138
24.947958,376139
25.058369,376140
26.249,376141
25.89116,376142
24.786922,376143
24.216696,376144
23.181911,376145
22.844955,376146
22.357191,376147
22.738167,376148
22.62371,376149
22.766138,376150
22.814661,376151
23.161877,376152
23.394737,376153
23.03271,376154
22.761671,376155
20.504068,376156
19.754221,376157
19.204828,376158
19.248066,376159
18.549032,376160
28.587288,376161
29.007519,376162
28.75986,376163
28.739414,376164
28.77902,376165
28.84775,376166
28.623549,376167
28.476135,376168
28.116585,376169
28.112644,376170
28.002705,376171
28.391798,376172
28.259441,376173
28.076038,376174
27.533482,376175
27.496025,376176
27.205359,376177
27.16259,376178
26.791859,376179
26.47004,376180
26.051353,376181
25.593025,376182
25.103054,376183
24.989695,376184
25.328209,376185
25.195934,376186
25.441854,376187
25.81588,376188
25.465357,376189
25.320452,376190
24.797724,376191
25.434935,376192
25.77358,376193
25.723785,376194
26.187542,376195
26.140783,376196
26.133522,376197
25.820612,376198
24.160238,376199
24.058573,376200
24.852177,376201
25.767097,376202
25.492195,376203
24.246479,376204
23.528395,376205
22.570269,376206
22.28722,376207
21.897919,376208
22.17599,376209
21.973274,376210
21.593561,376211
22.170755,376212
22.667484,376213
22.997984,376214
22.723267,376215
22.531511,376216
21.334835,376217
19.721397,376218
19.368206,376219
18.94784,376220
18.274237,376221
28.615976,376222
28.943405,376223
28.752857,376224
28.814121,376225
28.81094,376226
28.842928,376227
28.13811,376228
27.793528,376229
27.926023,376230
27.917965,376231
28.044003,376232
28.19053,376233
28.205862,376234
28.13677,376235
27.782228,376236
27.716629,376237
27.445349,376238
27.312437,376239
26.913055,376240
26.652819,376241
26.288319,376242
25.435806,376243
25.250013,376244
25.076992,376245
25.274075,376246
25.130404,376247
25.288736,376248
25.468246,376249
25.452341,376250
25.34566,376251
24.57022,376252
25.314726,376253
25.309738,376254
26.06273,376255
26.1941,376256
26.100536,376257
26.24953,376258
25.560955,376259
24.870943,376260
24.268614,376261
25.025063,376262
25.378117,376263
25.14192,376264
23.037308,376265
22.8211,376266
22.310036,376267
22.080318,376268
21.46287,376269
22.016453,376270
21.570002,376271
21.456066,376272
22.050003,376273
22.832285,376274
22.975433,376275
22.488844,376276
22.140804,376277
21.06982,376278
19.627405,376279
19.235535,376280
18.70074,376281
18.445372,376282
28.391119,376283
28.869343,376284
28.777216,376285
28.937414,376286
28.841179,376287
28.631174,376288
27.97872,376289
27.917585,376290
28.086279,376291
28.080894,376292
28.03966,376293
28.25219,376294
28.017126,376295
28.235664,376296
27.958397,376297
27.746891,376298
27.508036,376299
27.42458,376300
26.901869,376301
26.593357,376302
25.812271,376303
25.62107,376304
25.330889,376305
25.221914,376306
25.454725,376307
25.181036,376308
25.416119,376309
25.453405,376310
25.406324,376311
25.322906,376312
24.56382,376313
24.872124,376314
25.19283,376315
25.409573,376316
25.861778,376317
25.766756,376318
25.865444,376319
25.43953,376320
24.590355,376321
24.696875,376322
25.067497,376323
25.107647,376324
23.787258,376325
22.928272,376326
22.479887,376327
22.15572,376328
21.547234,376329
21.009655,376330
21.467041,376331
21.497126,376332
21.305216,376333
21.975786,376334
22.3819,376335
22.774189,376336
22.496716,376337
21.743359,376338
19.160784,376339
19.561264,376340
19.24197,376341
18.71267,376342
18.63927,376343
23.474653,376344
23.672575,376345
23.34408,376346
23.31623,376347
22.96823,376348
22.998121,376349
22.628052,376350
22.807064,376351
22.797232,376352
22.519606,376353
22.479105,376354
22.592703,376355
22.40982,376356
21.974476,376357
21.922827,376358
21.872902,376359
21.63878,376360
21.70031,376361
21.401672,376362
20.76245,376363
20.680098,376364
20.616472,376365
20.767984,376366
20.492682,376367
19.86591,376368
19.902178,376369
19.797518,376370
19.916431,376371
19.916225,376372
20.085205,376373
20.203733,376374
20.585464,376375
20.693851,376376
20.454426,376377
20.449247,376378
20.551823,376379
19.853155,376380
19.625673,376381
20.091618,376382
20.016659,376383
20.621067,376384
20.322897,376385
18.939102,376386
18.599049,376387
17.971752,376388
18.092344,376389
17.951614,376390
16.811892,376391
16.748116,376392
16.26918,376393
16.324318,376394
16.939177,376395
17.0548,376396
16.533796,376397
16.637424,376398
15.6529665,376399
14.819873,376400
14.843936,376401
14.28363,376402
13.609391,376403
12.646741,376404
25.209805,376405
26.197338,376406
25.94677,376407
25.577553,376408
25.222584,376409
24.673891,376410
24.6492,376411
24.512602,376412
24.498663,376413
24.54453,376414
24.572823,376415
24.649145,376416
24.522476,376417
24.01665,376418
23.81254,376419
23.798296,376420
23.572514,376421
23.358055,376422
23.14119,376423
22.535742,376424
21.974743,376425
21.740278,376426
21.76791,376427
21.547607,376428
20.869228,376429
20.853916,376430
20.511173,376431
21.282848,376432
21.135527,376433
21.339167,376434
21.743004,376435
21.650286,376436
21.934467,376437
22.205029,376438
21.82373,376439
21.806696,376440
21.14009,376441
20.641638,376442
20.74523,376443
21.135519,376444
21.555508,376445
21.45916,376446
20.466587,376447
20.516697,376448
19.971884,376449
19.534698,376450
18.756908,376451
17.99998,376452
17.965965,376453
17.141241,376454
17.122782,376455
18.003246,376456
17.784992,376457
17.98293,376458
17.648357,376459
16.738325,376460
16.388206,376461
15.764,376462
15.239404,376463
14.78817,376464
14.224411,376465
27.075434,376466
27.99184,376467
27.734125,376468
27.429379,376469
27.082535,376470
26.854029,376471
26.975319,376472
26.887495,376473
27.078245,376474
26.852741,376475
27.00234,376476
26.890238,376477
26.583796,376478
26.406687,376479
25.717745,376480
26.046515,376481
25.831661,376482
25.366938,376483
25.118832,376484
24.976688,376485
24.63219,376486
24.07019,376487
24.158415,376488
23.907885,376489
23.574242,376490
22.663702,376491
22.906183,376492
22.79763,376493
22.953451,376494
23.055445,376495
23.68049,376496
23.665075,376497
23.827911,376498
24.118332,376499
23.914759,376500
23.950127,376501
23.61569,376502
22.668316,376503
22.960299,376504
22.781437,376505
23.31214,376506
23.84492,376507
22.653181,376508
22.712923,376509
22.133766,376510
21.425627,376511
20.910807,376512
20.520992,376513
20.232164,376514
19.80991,376515
19.096846,376516
19.849535,376517
19.94242,376518
19.550331,376519
19.361092,376520
18.7848,376521
18.338013,376522
17.851248,376523
17.27013,376524
16.560114,376525
16.010351,376526
27.652908,376527
28.146925,376528
27.966589,376529
27.96888,376530
27.609234,376531
27.265408,376532
27.242626,376533
27.079542,376534
27.178356,376535
27.151505,376536
27.105894,376537
27.105915,376538
26.963322,376539
26.633213,376540
26.256697,376541
25.978863,376542
25.869593,376543
25.637291,376544
25.562141,376545
24.8907,376546
24.338814,376547
24.13762,376548
24.26152,376549
24.056433,376550
23.57905,376551
23.26227,376552
23.153345,376553
23.29516,376554
23.40997,376555
23.024368,376556
23.329027,376557
23.49565,376558
24.417631,376559
24.690115,376560
24.052883,376561
24.337181,376562
23.539032,376563
23.096079,376564
22.997858,376565
23.10698,376566
23.436277,376567
23.147694,376568
22.684258,376569
22.398245,376570
22.32578,376571
22.16803,376572
21.278286,376573
20.202864,376574
19.6304,376575
19.594471,376576
19.698008,376577
19.61568,376578
20.708303,376579
20.753944,376580
20.523592,376581
19.323473,376582
19.291315,376583
18.88047,376584
18.017925,376585
17.149565,376586
15.49369,376587
27.74217,376588
28.139236,376589
27.709358,376590
27.844084,376591
27.716532,376592
27.457426,376593
27.209457,376594
27.273176,376595
27.349232,376596
27.167086,376597
27.149113,376598
27.388147,376599
27.096312,376600
26.56417,376601
26.190687,376602
26.147543,376603
26.182138,376604
26.00001,376605
25.544556,376606
25.013676,376607
24.487932,376608
24.472622,376609
24.136988,376610
23.856945,376611
23.566738,376612
23.395073,376613
23.259342,376614
23.311058,376615
23.777458,376616
23.1502,376617
23.190926,376618
23.321815,376619
24.444054,376620
24.88477,376621
24.725922,376622
24.972263,376623
24.794989,376624
23.54517,376625
23.256907,376626
23.212286,376627
23.05745,376628
23.216967,376629
23.061764,376630
23.58001,376631
22.580107,376632
21.947205,376633
20.930542,376634
20.49182,376635
20.100744,376636
20.081787,376637
20.523468,376638
21.817911,376639
21.507597,376640
21.433636,376641
21.00765,376642
19.731533,376643
19.970106,376644
18.337238,376645
17.475565,376646
17.01039,376647
15.138181,376648
27.824415,376649
28.0142,376650
27.771631,376651
27.995193,376652
27.87898,376653
27.760195,376654
27.695196,376655
27.657696,376656
27.547457,376657
27.50876,376658
27.39113,376659
27.599697,376660
27.020426,376661
26.752037,376662
26.08573,376663
25.963894,376664
25.776508,376665
25.826584,376666
25.557793,376667
25.38599,376668
24.63716,376669
24.164694,376670
24.198696,376671
23.982397,376672
23.648552,376673
23.710436,376674
23.278175,376675
23.064032,376676
23.33357,376677
23.00883,376678
23.22382,376679
23.237988,376680
24.169563,376681
24.347054,376682
24.912817,376683
24.93666,376684
24.935904,376685
23.508715,376686
22.932404,376687
22.757223,376688
22.860548,376689
23.21307,376690
22.727032,376691
22.60023,376692
22.28697,376693
21.306713,376694
20.810307,376695
20.052753,376696
19.904549,376697
20.254345,376698
20.242174,376699
21.62013,376700
21.281843,376701
21.27084,376702
21.153006,376703
20.033083,376704
18.944939,376705
18.214062,376706
17.94271,376707
17.37656,376708
16.521261,376709
28.005539,376710
28.249119,376711
28.027422,376712
28.318829,376713
28.046124,376714
28.099207,376715
27.72986,376716
27.80482,376717
27.325005,376718
27.292286,376719
27.521694,376720
27.866337,376721
27.46195,376722
26.894114,376723
26.507267,376724
26.203815,376725
26.155954,376726
26.199919,376727
26.025831,376728
25.69738,376729
24.696627,376730
24.12386,376731
24.33819,376732
24.001091,376733
23.861189,376734
23.880455,376735
23.261393,376736
23.35092,376737
23.040943,376738
23.13237,376739
23.275616,376740
23.53411,376741
24.482086,376742
25.203407,376743
25.197638,376744
25.314089,376745
25.109804,376746
24.027979,376747
22.939842,376748
23.099482,376749
23.382584,376750
24.524548,376751
23.748768,376752
23.483599,376753
22.322805,376754
21.340727,376755
20.700178,376756
20.222097,376757
21.048096,376758
20.956081,376759
21.198055,376760
21.309723,376761
21.809368,376762
22.096289,376763
21.368303,376764
20.672735,376765
20.474527,376766
18.93694,376767
18.353256,376768
18.140995,376769
17.390568,376770
28.261402,376771
28.79048,376772
28.561876,376773
28.800446,376774
28.742794,376775
28.640472,376776
28.284481,376777
27.930962,376778
28.049627,376779
28.035564,376780
28.048697,376781
28.22642,376782
27.644915,376783
27.644886,376784
27.417595,376785
27.013483,376786
26.836151,376787
26.697899,376788
26.55852,376789
26.234802,376790
25.549644,376791
24.638014,376792
24.616127,376793
24.453896,376794
24.309126,376795
24.25541,376796
23.853155,376797
23.851908,376798
23.011854,376799
23.222704,376800
23.587496,376801
23.800034,376802
24.55303,376803
25.398418,376804
25.626286,376805
25.718271,376806
25.384617,376807
25.09985,376808
23.624088,376809
23.701561,376810
24.595085,376811
25.05693,376812
24.094069,376813
23.060562,376814
22.460518,376815
21.335842,376816
21.187704,376817
20.716557,376818
21.66849,376819
21.264036,376820
21.813887,376821
21.972368,376822
22.307705,376823
22.784569,376824
22.257635,376825
21.367487,376826
20.905733,376827
20.017923,376828
18.617353,376829
18.558714,376830
17.88621,376831
28.257315,376832
28.838474,376833
28.820358,376834
28.93972,376835
28.96017,376836
28.584604,376837
28.218187,376838
28.036932,376839
28.24036,376840
27.847519,376841
27.714014,376842
27.903078,376843
27.755087,376844
26.935194,376845
26.935545,376846
27.337078,376847
27.202164,376848
26.763676,376849
26.703384,376850
26.453594,376851
25.34336,376852
24.834501,376853
24.844019,376854
24.686579,376855
24.561136,376856
24.482222,376857
24.355337,376858
24.479631,376859
24.22694,376860
24.357998,376861
23.929186,376862
24.282509,376863
24.560547,376864
25.11461,376865
25.544106,376866
25.491316,376867
25.405657,376868
24.524763,376869
23.418875,376870
23.452583,376871
23.627405,376872
23.544195,376873
22.668018,376874
22.725943,376875
21.660454,376876
21.287258,376877
20.808228,376878
20.018661,376879
19.997948,376880
20.94333,376881
20.996292,376882
22.124535,376883
22.243097,376884
22.623112,376885
21.59684,376886
21.380098,376887
20.088814,376888
19.29925,376889
18.530672,376890
18.697836,376891
17.929813,376892
28.099472,376893
28.70086,376894
28.547104,376895
28.721466,376896
28.507921,376897
28.40024,376898
27.87327,376899
27.774998,376900
27.85947,376901
27.832396,376902
27.281033,376903
27.710869,376904
27.098566,376905
26.64036,376906
26.561556,376907
26.853157,376908
26.951132,376909
26.455275,376910
26.434204,376911
25.659357,376912
25.224287,376913
24.809275,376914
24.6539,376915
24.429033,376916
24.345377,376917
24.319984,376918
24.13941,376919
24.244343,376920
23.615332,376921
23.80302,376922
23.776367,376923
23.83075,376924
24.50415,376925
25.327587,376926
25.26447,376927
25.11392,376928
24.5392,376929
23.973719,376930
22.896585,376931
23.20469,376932
23.32939,376933
22.940958,376934
21.917065,376935
21.466064,376936
21.547913,376937
20.917427,376938
20.248178,376939
20.084831,376940
19.928339,376941
20.08612,376942
20.714594,376943
22.294657,376944
22.125147,376945
22.62237,376946
21.43528,376947
20.986233,376948
20.885864,376949
21.035154,376950
20.111097,376951
19.96877,376952
19.56038,376953
27.762543,376954
28.354465,376955
28.097641,376956
28.24042,376957
28.046677,376958
27.909145,376959
27.522106,376960
27.469706,376961
27.68078,376962
27.37479,376963
26.925138,376964
27.315315,376965
27.080677,376966
26.462793,376967
26.355185,376968
26.822716,376969
26.564034,376970
26.12935,376971
26.023952,376972
25.385435,376973
25.12396,376974
24.503874,376975
24.297602,376976
24.125992,376977
24.06762,376978
24.113796,376979
23.901308,376980
23.944954,376981
23.955963,376982
23.710451,376983
23.889418,376984
23.774807,376985
23.994896,376986
24.360706,376987
24.822601,376988
24.696026,376989
24.278234,376990
23.582157,376991
22.145327,376992
21.959524,376993
22.33515,376994
22.307144,376995
21.557615,376996
20.803171,376997
20.929956,376998
20.343248,376999
19.77923,377000
19.42855,377001
19.51904,377002
19.439547,377003
19.593065,377004
21.201986,377005
21.69235,377006
22.035559,377007
20.560057,377008
20.632847,377009
20.634438,377010
20.571445,377011
19.740637,377012
19.73564,377013
19.232384,377014
22.93213,377015
23.657988,377016
23.096706,377017
22.99626,377018
22.333174,377019
22.227282,377020
22.257658,377021
22.061617,377022
22.19184,377023
22.06949,377024
21.951485,377025
22.300425,377026
21.411238,377027
20.916409,377028
21.237389,377029
21.309162,377030
20.852468,377031
20.884348,377032
20.596275,377033
20.419865,377034
20.477001,377035
20.230448,377036
19.838284,377037
19.479668,377038
19.326193,377039
19.273346,377040
19.623762,377041
19.728254,377042
19.927498,377043
19.792826,377044
20.460493,377045
20.276356,377046
20.499237,377047
20.613056,377048
20.659925,377049
20.534018,377050
20.417171,377051
20.009525,377052
19.990137,377053
20.216105,377054
19.858124,377055
19.779074,377056
19.097458,377057
18.415144,377058
18.27242,377059
17.788927,377060
16.964382,377061
16.336512,377062
16.15861,377063
15.969194,377064
16.032896,377065
16.638872,377066
16.684982,377067
16.762941,377068
16.42444,377069
15.661491,377070
14.628783,377071
14.091662,377072
13.62761,377073
13.57565,377074
12.818156,377075
23.181879,377076
23.629822,377077
23.26886,377078
23.270266,377079
22.730534,377080
22.672424,377081
22.441956,377082
22.289228,377083
22.423906,377084
22.389887,377085
22.02831,377086
22.450106,377087
22.17783,377088
21.82498,377089
21.741848,377090
21.673622,377091
21.409988,377092
21.386112,377093
21.188646,377094
20.654207,377095
20.694426,377096
20.640642,377097
19.886106,377098
19.601416,377099
18.876299,377100
18.84195,377101
19.450468,377102
19.706295,377103
19.878777,377104
20.034946,377105
19.89098,377106
20.743797,377107
20.756598,377108
20.399624,377109
20.785076,377110
20.544382,377111
19.959734,377112
19.640057,377113
19.278677,377114
19.54125,377115
19.65194,377116
19.660711,377117
18.856215,377118
18.31525,377119
18.408464,377120
17.320631,377121
16.79451,377122
16.052988,377123
16.131208,377124
16.302435,377125
16.43133,377126
16.485132,377127
16.493322,377128
16.243965,377129
16.13392,377130
15.424966,377131
14.744923,377132
14.185053,377133
13.689012,377134
13.210731,377135
12.575889,377136
25.578249,377137
26.431124,377138
25.48973,377139
25.6556,377140
24.83084,377141
24.574947,377142
24.497932,377143
24.341091,377144
24.669489,377145
24.693794,377146
24.727318,377147
24.648737,377148
24.320427,377149
23.86958,377150
23.891424,377151
23.768332,377152
23.338675,377153
23.436636,377154
23.060282,377155
22.756798,377156
22.836792,377157
22.241158,377158
21.707338,377159
21.404705,377160
20.859327,377161
20.740307,377162
20.530144,377163
21.036276,377164
21.4424,377165
21.19933,377166
21.565033,377167
22.09055,377168
22.160395,377169
22.272387,377170
21.976303,377171
21.86301,377172
21.4421,377173
21.046268,377174
20.58842,377175
20.873133,377176
20.897114,377177
20.604792,377178
20.607851,377179
20.429075,377180
20.14967,377181
19.328362,377182
18.280521,377183
17.396917,377184
17.65367,377185
17.81228,377186
17.729427,377187
17.864056,377188
17.677607,377189
17.973694,377190
17.34085,377191
16.75734,377192
16.017538,377193
15.516721,377194
14.929982,377195
14.825596,377196
14.422312,377197
26.381016,377198
27.31692,377199
26.791916,377200
26.562143,377201
26.136225,377202
25.97858,377203
25.948235,377204
25.929575,377205
25.984863,377206
25.879013,377207
25.51362,377208
26.174284,377209
25.744492,377210
24.83896,377211
24.320818,377212
24.389004,377213
24.176966,377214
24.203184,377215
24.093359,377216
23.460175,377217
23.01892,377218
23.192436,377219
22.908892,377220
22.34959,377221
21.913353,377222
21.781916,377223
21.963875,377224
22.279846,377225
22.353903,377226
22.258572,377227
22.278503,377228
22.728422,377229
23.192862,377230
23.43664,377231
23.631636,377232
23.099537,377233
22.476027,377234
22.233425,377235
21.765669,377236
21.821012,377237
21.985722,377238
21.466167,377239
21.569796,377240
21.587633,377241
20.905119,377242
19.930206,377243
19.731636,377244
19.026628,377245
18.585869,377246
18.323133,377247
18.268965,377248
18.670097,377249
18.661522,377250
18.815062,377251
18.427996,377252
18.013464,377253
17.212381,377254
16.85325,377255
16.214466,377256
15.411766,377257
14.610649,377258
26.922344,377259
27.754194,377260
27.24182,377261
26.964687,377262
26.645174,377263
26.466194,377264
26.330278,377265
26.432829,377266
26.569202,377267
26.374393,377268
26.188925,377269
26.486254,377270
25.981472,377271
25.65736,377272
25.243574,377273
25.006203,377274
24.889645,377275
24.987665,377276
25.006117,377277
24.26972,377278
23.767857,377279
23.62462,377280
23.488209,377281
23.588366,377282
22.436758,377283
22.416647,377284
22.711641,377285
22.752935,377286
22.560577,377287
22.318829,377288
22.671518,377289
23.186668,377290
23.492107,377291
23.928957,377292
23.892412,377293
23.507902,377294
22.91616,377295
22.72006,377296
22.025646,377297
22.415152,377298
22.498018,377299
22.732328,377300
22.827518,377301
22.283333,377302
21.980587,377303
21.282,377304
20.586735,377305
19.516207,377306
19.185802,377307
19.22924,377308
18.9367,377309
19.285036,377310
19.159973,377311
19.519236,377312
18.949331,377313
18.543877,377314
17.79028,377315
17.37365,377316
16.876366,377317
16.069338,377318
15.160247,377319
26.731827,377320
27.436552,377321
27.235233,377322
27.096012,377323
26.870419,377324
26.553051,377325
26.40944,377326
26.428421,377327
26.525782,377328
26.322247,377329
26.29461,377330
26.353058,377331
26.022638,377332
25.885143,377333
25.13334,377334
24.671549,377335
24.812122,377336
24.957413,377337
24.792652,377338
24.459314,377339
23.90427,377340
23.412611,377341
23.46683,377342
23.399467,377343
22.44145,377344
22.175177,377345
22.080252,377346
22.416277,377347
22.263018,377348
22.230457,377349
22.584585,377350
22.807766,377351
23.422287,377352
24.036768,377353
23.64136,377354
23.037128,377355
23.125391,377356
22.266901,377357
22.199745,377358
22.023634,377359
21.947897,377360
22.108728,377361
21.484291,377362
21.521269,377363
21.64527,377364
20.975933,377365
20.455502,377366
19.254095,377367
19.067362,377368
19.113428,377369
18.92753,377370
19.15706,377371
20.220985,377372
20.635946,377373
20.259308,377374
19.540043,377375
19.762123,377376
18.38314,377377
17.367575,377378
16.575022,377379
15.358105,377380
27.421486,377381
27.577461,377382
27.424875,377383
27.662468,377384
27.291063,377385
27.05716,377386
26.839813,377387
26.838116,377388
26.908184,377389
26.766296,377390
26.647846,377391
26.725687,377392
26.32344,377393
26.011654,377394
25.297852,377395
25.433662,377396
25.345423,377397
25.373045,377398
25.183374,377399
24.631893,377400
24.081886,377401
23.49223,377402
23.95573,377403
23.593693,377404
22.879345,377405
22.42363,377406
22.563541,377407
22.303255,377408
22.28138,377409
22.184744,377410
22.837366,377411
23.131762,377412
23.606602,377413
23.93423,377414
24.365803,377415
24.0768,377416
23.994534,377417
22.825037,377418
22.502695,377419
22.42446,377420
22.426655,377421
22.053848,377422
22.004066,377423
21.617195,377424
21.502714,377425
21.498302,377426
20.774506,377427
19.944485,377428
19.859589,377429
19.762957,377430
19.643032,377431
20.789669,377432
21.072567,377433
21.101093,377434
19.929853,377435
19.848915,377436
18.379162,377437
17.912033,377438
17.436773,377439
16.668177,377440
15.286411,377441
27.89078,377442
28.137108,377443
27.773726,377444
28.024544,377445
27.680973,377446
27.50004,377447
27.357021,377448
27.192106,377449
27.21744,377450
27.006496,377451
27.055271,377452
27.076214,377453
26.558264,377454
26.223513,377455
25.783089,377456
25.565153,377457
25.953129,377458
25.632586,377459
25.545315,377460
25.018015,377461
24.448092,377462
23.939007,377463
24.162514,377464
23.878996,377465
23.391018,377466
22.776701,377467
22.941381,377468
22.338747,377469
22.485596,377470
22.683102,377471
23.176119,377472
23.19076,377473
23.971724,377474
24.411142,377475
24.560555,377476
24.881187,377477
24.795734,377478
